achtgesichterambiwasse_0483|er lag auf der Altane eines Hauses, das er gut kannte, aber in dem er lange nicht gewesen war;
meisterfloh_2381|und so könnte vielleicht der Zweikampf, sowie der Selbstmord nichts gewesen sein, als eine vergnügliche Ironie.
meisterfloh_0461|und der Feldherr schien zugleich ein tüchtiger Ballettmeister. Noch beinahe hübscher und
meisterfloh_1712|für ganz indifferent, für ganz unschuldig gelten könnten. Als besonderen Beweis solcher Schlauheit
serapionsbruederauswahl_1651|und denen sie ohne Nachteil ihrer Gesundheit, ja, ohne die schädlichste Einwirkung auf das Kind nicht widerstehen dürften.
achtgesichterambiwasse_0705|«Ich bin kein Samurai! Ich will nicht in den Krieg», sagte Kiri. «Ich habe schreckliche Träume heute nacht gehabt.
meisterfloh_2104|so daß das Fenster gegenüber aufsprang. Strömte alsbald ein starker Luftzug durch die Apotheke,
achtgesichterambiwasse_2187|und Wandern als das alleinige Glück.
serapionsbruederauswahl_0054|alle unnütze Zweifel wegbannend, wieder die Oberhand gewinnen. Theodor hat recht, mag denn die Zeit auch vieles umgestaltet haben,
achtgesichterambiwasse_2412|lag vor Ilse und Okuro das noch unsichtbare, aber sich stündlich nähernde Indische Reich, an dem sie jetzt vorbeiziehen sollten.
achtgesichterambiwasse_1481|und schüttete den Inhalt des Korbes, der wie Erde aussah, ungefähr zwanzig Schritte von Oizo entfernt in den See.
achtgesichterambiwasse_0274|und hatte die Schminke und den Puder erneuert
serapionsbruederauswahl_0118|und der Minister der Finanzen weiset einen außerordentlichen Fonds an,
meisterfloh_0800|als Pepusch sie mit dem Distelblick angeschaut. Die Kleine wußte so anmutig von diesen wunderbaren Dingen zu reden,
meisterfloh_2180|Die Bürgersleute nötigten den ganz verstörten Pepusch, in die Stube zu treten und mit ihnen eine Flasche echten Nierensteiner zu trinken.
achtgesichterambiwasse_0215|sage, und laß dir nichts merken, sage: 'Verzeihung, Sohn des Himmels, meine Herrin trauert um ihren toten Lieblingspapagei.
achtgesichterambiwasse_2574|und fiel neben den beiden Japanern ohnmächtig hin. --
achtgesichterambiwasse_0659|Und die rote Kiellaterne stand still wie angemauert im Regen.
meisterfloh_0511|wie die Leute, als sie sich getäuscht sahen, erst murrten und dann ausbrachen in lichterlohen Zorn.
meisterfloh_1079|Die Brust wollte dem armen Peregrinus zerspringen, und unwillkürlich rief er mit dem Tone der schmerzliebsten Sehnsucht:
serapionsbruederauswahl_0561|als daß irgendein feindlicher Stern dir die Erkenntnis der Duplizität geraubt hatte,
achtgesichterambiwasse_2048|nur wie eine kleine Kerze in einem roten Gemach, in dem sich zwei umarmt halten, wo das Licht keinen Sinn hat und keinen Wert,
meisterfloh_0245|als er sie indessen öffnete, fand er sie leer und fuhr zurück, als durchbebe ihn ein jäher Schreck. – »Seltsam,«
serapionsbruederauswahl_0318|nur das allein erinnert mich noch zuweilen an die überstandenen Qualen.‹
meisterfloh_1786|So mußte aber Knarrpanti das Feld mit Schimpf und Schande räumen, auf dem er Lorbeern zu sammeln gehofft hatte.
meisterfloh_2302|und nur in jener Bewußtlosigkeit zerrann auch ihre Gestaltung. Seltsame Linien,
achtgesichterambiwasse_2098|Und ihre Bedeutung ist: Du sollst nichts Böses sehen,
meisterfloh_2393|Er streckte ihm die geballten Fäuste entgegen und schrie mit vor Wut gellender Stimme: »Ha!
achtgesichterambiwasse_0341|leuchten perlenweiß die eirunden gepuderten Mädchengesichter in jedem Gemach.
meisterfloh_1006|Doch! erst da erkannte ich Eure Großmut im ganzen Umfange, als Ihr standhaft bliebt, als Ihr geschickt so tatet,
meisterfloh_0974|und diese Entdeckung dem Freunde mitgeteilt. Durch Mittel, die ich Euch, guter Herr Peregrinus Tyß, weiter zu entwickeln unterlasse,
meisterfloh_2690|Arm des in Himmelsentzücken versunkenen Peregrinus, führte ihn zum Lehnsessel und bat ihn nochmals, sich niederzulassen,
meisterfloh_0918|Ich will daher, statt gründlich zu sein, nur flüchtig und episodisch dasjenige berühren,
meisterfloh_0121|als es wohl bei Kindern des Alters gewöhnlich. »Der ist zu klug,« sprach die Frau Pate, »den werdet ihr nicht erhalten! –
meisterfloh_0514|um einer Tracht Schläge zu entgehen, Besseres tun, als sogleich das große Mikroskop in Bewegung setzen
serapionsbruederauswahl_1216|da ihr großes Unglück ahne; doch Elis Fröbom versicherte,
meisterfloh_0058|Väter, deren Töchter eben mannbar, meinten, daß der gute Tyß, um sich von seinem Trübsinn zu heilen,
achtgesichterambiwasse_0193|Morgen, ehe die Sonne im Mittag steht, wird der Prinz selbst zu Hanake kommen, sagte ein kaiserlicher Diener heimlich zu unsern Männern.»
achtgesichterambiwasse_0379|Eines der Mädchen in dem Yoshiwara hatte ihr eine Stunde vor der Flucht den Vogel verkauft, eben als der amerikanische Offizier in das Haus trat.
meisterfloh_2554|daß er durchaus die schöne anmutige Dörtje Elverdink zu seiner Gemahlin erkiesen müsse, um das für alle Konjunkturen
achtgesichterambiwasse_2322|um den Schnellzug nach Kairo und in das Wüstenland nach Heluan zu besteigen.
meisterfloh_2225|Er war sehr in Gedanken und rief plötzlich, als ich bloß erwähnte, was die Börsenhalle Neues gebracht: ›Ja, süße Gamaheh! –
achtgesichterambiwasse_0523|«Sind viele Menschen auf dem See?» fragte Kiri. «Samurai, nur ich und du
achtgesichterambiwasse_1787|sagte wenig rücksichtsvoll zu seiner jungen Frau:
meisterfloh_1903|und will mir durchaus die Hand küssen und ruft
achtgesichterambiwasse_0840|alle diese Dinge sind wohltönend geworden vom Alter und den Erinnerungen
achtgesichterambiwasse_0219|Und auch als sie ihr Scharlachkleid öffnete und ihren kleinen weißgepuderten Leib nackt in die Arme des Prinzen legte,
achtgesichterambiwasse_0352|und wieder eine fächelt sich, und wieder eine andere liest in einem kleinen Büchlein einen Roman. Eine zupft eine Mandoline,
achtgesichterambiwasse_0046|und war in das Wasser gefallen; und als sie die Augen öffnete,
achtgesichterambiwasse_0826|die Mutter, die ihn im Schoß getragen, der Vater, der ihn gezeugt hatte, auf das Paradefeld kämen.
serapionsbruederauswahl_1685|an den verruchten Scharfrichterknecht. – Die nächste Nacht sollte ihm das entsetzliche Geheimnis erschließen,
achtgesichterambiwasse_0020|Die leichten Vogelkäfige der Bambushäuser würden verschwinden, und Steinhäuser, wie man sie im Westen der Erde baut,
achtgesichterambiwasse_2096|Die Frau kam auf die erste Terrasse, wo die drei berühmten Affen auf einem Tempeltor dargestellt sind, geschnitzt und bemalt.
serapionsbruederauswahl_0604|Sollte denn bei uns poetischen Gemütern und gemütlichen Poeten jemals eine Art Philistrismus einbrechen können? –
serapionsbruederauswahl_0400|aber als ich mit zerrissenen Gliedern, mit zerschelltem Haupt erwachte, erleuchtete der Geist mein Innres
achtgesichterambiwasse_2086|wie verwunschene Waldschlösser unter bärtigen, tausendjährigen Kryptomerienbäumen liegen.
meisterfloh_2546|der Mann befand sich wirklich in gar übler Lage, seine Gedanken schnurrten beständig durcheinander: »Teufel – was ist denn das,
meisterfloh_2833|so hat sie mich doch stets vor dir gewarnt und nichts Geringeres behauptet, als daß in deinem Hause Satanskünste getrieben würden,
serapionsbruederauswahl_0935|warum steht Ihr denn so auf der Schwelle? – Kommt doch nur hinein und freut Euch mit uns!« –
achtgesichterambiwasse_0724|«Er wird wiederkommen», sagte der Vater dumpf. «Er ist unser einziges Kind. Er braucht nicht in den Krieg», jammerte die Mutter.
achtgesichterambiwasse_0383|Die beiden Frauen wollten den Vogel unterwegs füttern, aber er fraß nicht.
meisterfloh_0115|im Comptoir vor dem Hauptbuch säße, und vergoß viele heiße Tränen über das kleine Automat.
achtgesichterambiwasse_1398|Aber Graswürzelein warf, als er sich abwandte, das Geldstück in das Feuer des Ofens, geradeso, als wäre es eine Tonscherbe.
meisterfloh_0038|den wilden Hengst so zur Vernunft, daß er zitterte, keuchte, stöhnte, in Peregrinus seinen mächtigen Zwangherrn erkannte. –
achtgesichterambiwasse_0891|über dem aufgerüttelten Meer ein vielarmiges Wesen.
meisterfloh_1752|[so gut verstand] als ich. Half ich nicht selbst dem Kammerdiener des Fürsten beim Stiefelputzen?
achtgesichterambiwasse_1146|wenn unter den Fenstern der Polizist vorüberging und seine Pfeife an die Hausecke pochte. Ältere Leute, die nachts noch bei der Kerze lasen,
meisterfloh_2216|ein Kinderspielzeug vom Christmarkt her. Pepusch schien gar nicht zu bemerken, was um ihn her vorging;
achtgesichterambiwasse_0822|Mit diesem Schiff war Kiri untergegangen, und niemand hatte ihn seitdem wiedergesehen. Waffen, die er getragen,
serapionsbruederauswahl_1346|Daher jene sonderbare Art sie zu behandeln, deren ich erst erwähnte.
meisterfloh_1562|kurz alle nur mögliche Fechterkünste, und immer mehr schienen sich die Gemüter zu erhitzen. Wurde einer getroffen,
meisterfloh_2267|doch was könnte das nützen, da du, wenn ich dir auch die Wahrheit sage, doch kein Jota von allem verstehst,
meisterfloh_0346|so daß er imstande war, sehr deutlich und vernehmlich zu sprechen: »Aber mein bestes, hochverehrtes Fräulein,
meisterfloh_0852|süßer, nie gekannter Angst. »Schlaft nicht, Peregrinus, schlaft nicht, edler Mann,
meisterfloh_1038|Deshalb stand mir auch sonst der kalte Todesschweiß auf der Stirne, sowie sich nur ein weibliches Wesen nahte, und ich glaube selbst,
meisterfloh_0229|eingebildeten Gäste und antwortete nur bescheiden auf diese, jene Frage, die jemand aus der Gesellschaft an ihn richtete.
serapionsbruederauswahl_0311|Der Märtyrer Serapion, von dem Sie sprechen, bin ich selbst.‹ ›Wie‹, rief ich mit erkünsteltem Erstaunen,
achtgesichterambiwasse_1799|die wie ein Götterbild regungslos im Mondschein saß und sich Liebe und Haare wünschte.
meisterfloh_0818|Das Geschick wollt' es, daß Georg einem Freunde begegnete, der in einer Postkalesche saß und fort wollte. »Halt,
meisterfloh_0424|Endlich, o mein Peregrinus, darf ich es Ihnen sagen, warum ich Sie verfolgte bis in die Wohnung des Buchbinders Lämmerhirt,
achtgesichterambiwasse_2330|Es war noch schlimmer: es war der Körper selbst, der dem Herzen abtrünnig zu werden schien.
meisterfloh_2975|und George Pepusch nicht sowohl zu schlummern, als in tiefe Ohnmacht versunken.
meisterfloh_0545|nicht recht gehandelt habe, wiewohl auf ganz andere Weise, als Ihr wohl meinen möget. Recht tat ich nämlich daran,
achtgesichterambiwasse_2624|denn Okuros Haar war unter dem Spiel vor Schmerz so weiß geworden wie die Watte der weißen Perücke.
serapionsbruederauswahl_0129|Übrigens trug der König, repräsentierte er seine Würde, eine ungeheure Krone, aus goldnem Pappendeckel geschnitten,
achtgesichterambiwasse_2535|Die alte Dame fühlte sich plötzlich durch einen Stoß mitten im Schlaf aus dem Bett geschleudert. Sie schrie nach Ilse.
achtgesichterambiwasse_2267|in langer Reihe vorüberzogen, nahm Ilse ihrem Mann Okuro, der neben ihr im Deckstuhl saß und in der Dunkelheit nur am roten Punkt seiner Zigarette ihr erkenntlich war,
achtgesichterambiwasse_0402|Da schoß der kleine Vogel heraus. Aber anstatt aus dem offenen Fenster zu fliegen, warf er sich wie ein Wütender in Hanakes Frisur
meisterfloh_1854|diese schmunzelnd weiter, »ei, wen sollte ich denn anders meinen als unsere liebe Prinzeß hier unten bei Herrn Swammer,
meisterfloh_1285|Einer der Abgeordneten meinte aber lächelnd, daß vielleicht in wenigen Stunden seine völlige Unschuld aufgeklärt sein werde;
meisterfloh_0166|und durch dasselbe einen bestimmten Standpunkt im Leben haben müsse; geschäftslose Leute waren ihm ein Greuel,
meisterfloh_1407|und ich wollte nicht darin leben. Aber, Patron!
achtgesichterambiwasse_2469|Sie macht ihn mit jeder Meinung glücklich. Sein Blut ist so zufrieden von ihrem Blut,
serapionsbruederauswahl_1007|Da hörte er, wie aus noch tieferm Schacht ein Klopfen heraustönte, als werde mit dem Puchhammer gearbeitet.
meisterfloh_1436|aber in demselben Augenblick erfaßten mich dämonische Wächter und Bürgerwachen und schleppten mich ins Gefängnis.«
serapionsbruederauswahl_0812|tief in seinem Innern wiederklang. –  »Es konnte«, sprach Elis, als er sich mit Mühe gesammelt, zu sich selbst,
achtgesichterambiwasse_0850|ebenso wie heute noch unverändert bei der alten, zerklüfteten Baumruine.
meisterfloh_0980|die in meiner Brust emporgelodert stärker als jemals, gab mir Riesenkraft; ich zerriß meine Ketten,
achtgesichterambiwasse_1045|und die den singenden Ton eines glücklichen Weibes hat. Der alte Baum ist heute nur noch ein Stummel,
meisterfloh_2289|aus dem Gesicht des Menschen, ob   Seele schon einen andern Körper bewohnt hat oder nicht. Euer Antlitz, Peregrinus Tyß,
meisterfloh_2120|Der Kellner wurde endlich ungeduldig, daß der wunderliche Fremde nicht aufhörte, sich groß und klein zu machen, ohne auf ihn zu achten,
meisterfloh_1340|wie sie ehemals in Venedig stattfand.
meisterfloh_0668|aus der sie ins Leben zurückkehren durften, wiewohl in anderer Gestalt.
meisterfloh_0306|Damit erhob sie die rechte Hand so, daß sie Peregrins Lippen berührte und er genötigt war, sie zu küssen,
achtgesichterambiwasse_2581|Ihre Seele war für mich schon nach Europa zurückgekehrt, und sie war für mich schon tot, ehe das Schiffsunglück eintrat.
achtgesichterambiwasse_1751|Jene adelige Dame nahm zu jenen Nachtprozessionen ihr kleines Mädchen mit, in der Hoffnung, der Mond würde dem Kind Haare wachsen lassen.
achtgesichterambiwasse_1437|und Garten und Gänse ein einziges Schattenbild zu sein schienen.
meisterfloh_2748|Träume, selige Hoffnungen strömen gern über in das befreundete Gemüt;
achtgesichterambiwasse_2552|«Ilse, Ilse!» rief die alte Dame immer wieder, als könnte sie mit dem gerufenen Namen einen Menschen erschaffen.
meisterfloh_1478|wo er sich sanft hin und her zu schaukeln   »Habe ich endlich das seltene Vergnügen, meinen guten
achtgesichterambiwasse_0650|O, könnte ich dir im nächsten Leben den Weg zum Krieg zeigen und dir dein Schwert wieder schenken.»
serapionsbruederauswahl_1516|Für eine seiner Ruhe günstige Schickung mußte es nun der Graf halten, daß die böse Mutter an seinem Hochzeitstage gestorben.
achtgesichterambiwasse_0112|schrien ihr diese ungeduldigen Augen entgegen, und Hanake senkte von neuem ihr Gesicht, das abwechselnd weiß und rot wurde,
meisterfloh_0153|um der Sitte gemäß mit Entzücken in den Straßen von Peking umherwandeln zu können.
serapionsbruederauswahl_0829|er schaute wieder das ernste Antlitz der mächtigen Frau,
meisterfloh_0485|»Der verfluchte Hexenmeister, der Satanskerl! beim hohen Rat will ich ihn angeben! aus der Stadt soll er, der betrügerische Taschenspieler!« –
achtgesichterambiwasse_0540|Aber in derselben Nacht noch, gegen Mitternacht, als die rote Laterne vom Kiel die Diele des Goldlackhauses rot beleuchtete,
meisterfloh_0225|und dieselben Schüsseln, die   aufgetragen worden, bereiten, sowie denselben Wein aufsetzen lassen, wie ihn der Vater gegeben.
serapionsbruederauswahl_0137|Der beste Spaß stumpft sich ab,
meisterfloh_2296|Ich habe erkannt, daß das psychische Prinzip, welches jetzt den angenehmen Körper meines werten Freun des, des Herrn Peregrinus Tyß, belebt,
achtgesichterambiwasse_2561|Da sprang ein wahnsinnig gewordener Malaye mit zwei Messern in den Händen über sie weg, hinein in den Saal,
serapionsbruederauswahl_1044|Er soll einer der ersten gewesen sein, der den Bergbau zu Falun recht in Flor gebracht hat,
meisterfloh_2738|Peregrinus dachte. – Als Herr Peregrinus Tyß ins Haus trat, kam ihm die alte Aline entgegen und winkte mit Gebärden,
serapionsbruederauswahl_1620|Aufs neue mußte die arme Aurelie der Mutter  verworfene Gesinnung darin erkennen, daß es ihr möglich gewesen,
achtgesichterambiwasse_0411|Sie wollte das Gesicht des Geliebten mit ihren Augen auf der weißen Wand festhalten.
meisterfloh_2922|Es geschah, wie Meister Floh gesagt hatte. Herr Peregrinus Tyß wähnte bald,
meisterfloh_0845|Wer solche Dinge an einem Abende erfahren hat wie Herr Peregrinus Tyß,
meisterfloh_1648|ich bis jetzt gesehen.« Man kann sich vorstellen, wie
serapionsbruederauswahl_0328|für die Thebaische Wüste und sich selbst für denselben heiligen Schwärmer zu halten,
meisterfloh_1885|blendenden Gefunkel. Die Alte erzählte weiter, wie sie mit dem lieben Zuckerkinde während des Ankleidens dies und jenes gesprochen,
achtgesichterambiwasse_0174|und ihre Augen sahen durchdringend durch die geschlossenen Wände des Hauses: «Ich sehe im Abend Boote von Yabase kommen.
achtgesichterambiwasse_0610|und es erkennt den Samurai nicht an, nicht den Krieger, denn das Wasser ist sanft und ausweichend.
